image_id,split,experiment,prompt_mode,status,image_path,mask_path,prediction_path,probability_path,threshold,tp,fp,fn,tn,iou,dice,precision,recall,specificity,pixel_accuracy,balanced_accuracy,mcc,cohen_kappa,boundary_precision,boundary_recall,boundary_f1,boundary_iou,hd95,assd,water_fraction,predicted_water_fraction,latency_ms,coarse_components
water_body_102,train,experiment_D_auto_sam,segformer_auto_prompt,ok,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_102.jpg,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_102.jpg,/kaggle/working/aereo-water-four-experiments-output/predictions/experiment_D_auto_sam/water_body_102.png,,0.35,357986,44931,3195,344708,0.8814957450161531,0.9370159325112747,0.8884857179021982,0.99115401972972,0.8846855679231288,0.9359020803921047,0.9379197938264243,0.8775691479180096,0.8721591992556378,0.5013321492007105,0.23322352941176472,0.318348783212822,0.04057367912610537,44.97209167480469,14.393856048583984,0.4810487200660611,0.5366359447004608,242.69220400310587,4
water_body_1020,train,experiment_D_auto_sam,segformer_auto_prompt,ok,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1020.jpg,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1020.jpg,/kaggle/working/aereo-water-four-experiments-output/predictions/experiment_D_auto_sam/water_body_1020.png,,0.35,1912,415,684,16538,0.6350049817336433,0.7767621369083892,0.8216587881392351,0.736517719568567,0.9755205568335987,0.9437822906542535,0.8560191382010829,0.7461720567909346,0.7447139243885752,0.9839228295819936,0.7672413793103449,0.8621764938662445,0.1372079089275015,4.0,1.370136022567749,0.132794516343547,0.11903422169931965,241.42761300026905,3
water_body_1022,train,experiment_D_auto_sam,segformer_auto_prompt,ok,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1022.jpg,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1022.jpg,/kaggle/working/aereo-water-four-experiments-output/predictions/experiment_D_auto_sam/water_body_1022.png,,0.35,144824,262844,0,51264,0.3552498601803428,0.5242573648125222,0.3552498601803428,1.0,0.1632050122887669,0.4272702709769639,0.5816025061443835,0.24078737050832957,0.10960251957672991,0.0008933129147524247,0.0005846585594013096,0.0007067565930293608,0.0,263.59776000976564,126.21112823486328,0.31556744790077834,0.8882971769238144,242.16857599822106,2
water_body_1023,train,experiment_D_auto_sam,segformer_auto_prompt,ok,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1023.jpg,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1023.jpg,/kaggle/working/aereo-water-four-experiments-output/predictions/experiment_D_auto_sam/water_body_1023.png,,0.35,306642,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,241.42578700048034,1
water_body_1026,train,experiment_D_auto_sam,segformer_auto_prompt,ok,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1026.jpg,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1026.jpg,/kaggle/working/aereo-water-four-experiments-output/predictions/experiment_D_auto_sam/water_body_1026.png,,0.35,14697,5807,3439,132195,0.6138328530259366,0.7607142857142857,0.7167869683964104,0.810377150419056,0.9579208996971058,0.9407831533643316,0.8841490250580809,0.7288524085872643,0.7270696174933561,0.6035325065764751,0.42561016382480776,0.49919136847654366,0.08213346688368599,25.372095108032227,6.574915885925293,0.11615365894273015,0.13131972998245142,241.97136799921282,2
water_body_1027,train,experiment_D_auto_sam,segformer_auto_prompt,ok,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1027.jpg,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1027.jpg,/kaggle/working/aereo-water-four-experiments-output/predictions/experiment_D_auto_sam/water_body_1027.png,,0.35,17587,4664,1295,9310,0.7469209207508707,0.85512848564413,0.7903914430812098,0.9314161635419976,0.6662372978388436,0.8186328220112004,0.7988267306904206,0.6319805345816525,0.6169856902830554,0.861794500723589,0.5634530250860796,0.6813984373127052,0.11891558841651263,19.181396484375,4.165596008300781,0.5746895544192842,0.6772279035792549,241.88941700049327,1
water_body_1029,train,experiment_D_auto_sam,segformer_auto_prompt,ok,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1029.jpg,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1029.jpg,/kaggle/working/aereo-water-four-experiments-output/predictions/experiment_D_auto_sam/water_body_1029.png,,0.35,176187,26373,14435,727933,0.8119403672895689,0.8962109150469757,0.8698015402843602,0.9242742180860551,0.9650367357544551,0.956813640827661,0.9446554769202551,0.8696158923018241,0.8689768558467943,0.527195075995478,0.35274701873935266,0.42267892958913866,0.05208292356712954,29.181396484375,8.506312370300293,0.20173177215618546,0.21436553896169866,243.08195900084684,6
water_body_103,train,experiment_D_auto_sam,segformer_auto_prompt,ok,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_103.jpg,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_103.jpg,/kaggle/working/aereo-water-four-experiments-output/predictions/experiment_D_auto_sam/water_body_103.png,,0.35,31332,3621,2132,78175,0.8448698934879332,0.9159127117529269,0.8964037421680543,0.9362897442027254,0.9557313316054575,0.950086760367864,0.9460105379040915,0.8808686317900625,0.8804468304273837,0.9556489262371616,0.6334693877551021,0.7618996457116188,0.1200379352391275,11.0,2.9949381351470947,0.2903348950199549,0.3032535137948985,241.39376599850948,4
water_body_1031,train,experiment_D_auto_sam,segformer_auto_prompt,ok,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1031.jpg,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1031.jpg,/kaggle/working/aereo-water-four-experiments-output/predictions/experiment_D_auto_sam/water_body_1031.png,,0.35,88450,17883,5320,121491,0.792186506408247,0.88404471697076,0.8318207894068633,0.9432654367068358,0.8716905592147747,0.9004778162852143,0.9074779979608052,0.8023142437459725,0.7974761214805639,0.4440028901734104,0.30039331366764993,0.3583454584238639,0.05182023004861852,88.96201782226561,18.03144645690918,0.4021977833441993,0.45608293586796145,241.99114200018812,4
water_body_1033,train,experiment_D_auto_sam,segformer_auto_prompt,ok,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1033.jpg,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1033.jpg,/kaggle/working/aereo-water-four-experiments-output/predictions/experiment_D_auto_sam/water_body_1033.png,,0.35,2039,520,1271,17056,0.5323759791122715,0.6948372806270233,0.7967956232903478,0.6160120845921451,0.9704142011834319,0.9142487790864694,0.7932131428877884,0.6531405005175095,0.6459006555454704,0.9905660377358491,0.571957671957672,0.7251881572726461,0.12919088064371928,49.344573974609375,10.36275863647461,0.15847936416738484,0.12252226371732261,241.877378000936,2
water_body_1034,train,experiment_D_auto_sam,segformer_auto_prompt,ok,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1034.jpg,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1034.jpg,/kaggle/working/aereo-water-four-experiments-output/predictions/experiment_D_auto_sam/water_body_1034.png,,0.35,34568,7706,8128,23857,0.6858457997698504,0.8136518771331058,0.8177130150920188,0.809630878770845,0.7558533726198396,0.7867733204056074,0.7827421256953424,0.5645382828427393,0.5645002553703493,0.5,0.39120958953868507,0.43896474424291826,0.07512867341856218,25.38294506072998,7.136669635772705,0.5749606108350503,0.5692777979773496,241.11322599856067,1
water_body_1036,train,experiment_D_auto_sam,segformer_auto_prompt,ok,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1036.jpg,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1036.jpg,/kaggle/working/aereo-water-four-experiments-output/predictions/experiment_D_auto_sam/water_body_1036.png,,0.35,134989,44541,1882,77938,0.7441018234736401,0.8532779605627037,0.7519021890491839,0.9862498264789473,0.6363376578842087,0.8210025062656642,0.811293742181578,0.6733836151477092,0.6342007811739031,0.3772824919441461,0.19346095205827546,0.2557696662254555,0.03230523796862537,158.38390579223628,45.53643798828125,0.5277462887989204,0.6922305764411028,242.11460900187376,4
water_body_1039,train,experiment_D_auto_sam,segformer_auto_prompt,ok,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1039.jpg,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1039.jpg,/kaggle/working/aereo-water-four-experiments-output/predictions/experiment_D_auto_sam/water_body_1039.png,,0.35,67186,147644,0,0,0.31274030628869337,0.47646942017474186,0.31274030628869337,1.0,0.0,0.31274030628869337,0.5,0.0,0.0,0.0,0.0,0.0,0.0,677.9299373829127,677.9299373829127,0.31274030628869337,1.0,241.65196499961894,4
water_body_104,train,experiment_D_auto_sam,segformer_auto_prompt,ok,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_104.jpg,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_104.jpg,/kaggle/working/aereo-water-four-experiments-output/predictions/experiment_D_auto_sam/water_body_104.png,,0.35,48482,7727,1256,46863,0.8436787609849473,0.9152123231427034,0.8625309114198794,0.9747476778318388,0.858453929291079,0.9138965570124991,0.9166008035614589,0.8348137218922104,0.8284119202360006,0.717291507268554,0.6233156390363414,0.6670097432506975,0.07915529377962936,20.999996185302734,4.740045070648193,0.4767464151522123,0.538771950003834,241.27359599879128,4
water_body_1041,train,experiment_D_auto_sam,segformer_auto_prompt,ok,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1041.jpg,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1041.jpg,/kaggle/working/aereo-water-four-experiments-output/predictions/experiment_D_auto_sam/water_body_1041.png,,0.35,16371,2381,3944,27578,0.7213165315474093,0.8380986510354007,0.8730268771331058,0.8058577405857741,0.9205247171133883,0.8741894418586148,0.8631912288495812,0.7370666100749156,0.7354903741405107,0.8493557978196233,0.28936264712413945,0.4316639343089931,0.06429812705155435,79.1093120574951,20.062488555908203,0.40408561085252814,0.3729959820185384,241.09306399986963,1
water_body_1043,train,experiment_D_auto_sam,segformer_auto_prompt,ok,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1043.jpg,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1043.jpg,/kaggle/working/aereo-water-four-experiments-output/predictions/experiment_D_auto_sam/water_body_1043.png,,0.35,34187,7203,1000,19035,0.806487379098844,0.8928790629040051,0.8259724571152453,0.9715804132207918,0.7254745026297736,0.8664550264550265,0.8485274579252827,0.7354973158019609,0.71866004286472,0.6283333333333333,0.397414158541755,0.486881157260117,0.05777345017851347,74.16821899414062,14.443222045898438,0.5728449328449329,0.6738298738298738,241.4596429989615,5
water_body_1044,train,experiment_D_auto_sam,segformer_auto_prompt,ok,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1044.jpg,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1044.jpg,/kaggle/working/aereo-water-four-experiments-output/predictions/experiment_D_auto_sam/water_body_1044.png,,0.35,34651,10616,780,29637,0.7525137359654266,0.8587821259510768,0.7654803720149336,0.9779853800344331,0.7362681042406777,0.8494265630780614,0.8571267421375555,0.7269326135481358,0.7025712888983697,0.48258706467661694,0.33220338983050846,0.3935172727837228,0.06319702602230483,72.64116821289055,15.189647674560547,0.46814386131811214,0.5981052798477882,241.41457000223454,4
water_body_1045,train,experiment_D_auto_sam,segformer_auto_prompt,ok,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1045.jpg,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1045.jpg,/kaggle/working/aereo-water-four-experiments-output/predictions/experiment_D_auto_sam/water_body_1045.png,,0.35,109281,39786,4851,120928,0.7099949323665848,0.8304058905998883,0.7330998812614462,0.9574965829040059,0.7524422265639583,0.8375926882690671,0.8549694047339821,0.7021932696453034,0.6797838607416531,0.455054432348367,0.21706601003882944,0.2939260398910495,0.04538554948391014,121.9246669769287,29.473800659179688,0.4152579990249085,0.5423655428858343,241.82754999856115,3
water_body_1046,train,experiment_D_auto_sam,segformer_auto_prompt,ok,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1046.jpg,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1046.jpg,/kaggle/working/aereo-water-four-experiments-output/predictions/experiment_D_auto_sam/water_body_1046.png,,0.35,186044,129077,11754,1014005,0.5691594646271511,0.7254322807304857,0.5903890886357939,0.9405757388851252,0.8870798420410784,0.8949712129347891,0.9138277904631018,0.692210125550625,0.664647973254136,0.20793858216269193,0.12027833001988071,0.15240229543880476,0.020382380190347847,186.33064041137692,55.918209075927734,0.14751357317582484,0.23501059006025893,243.60291700213565,5
water_body_1047,train,experiment_D_auto_sam,segformer_auto_prompt,ok,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1047.jpg,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1047.jpg,/kaggle/working/aereo-water-four-experiments-output/predictions/experiment_D_auto_sam/water_body_1047.png,,0.35,24265,5527,0,0,0.8144803974221267,0.89775607229406,0.8144803974221267,1.0,0.0,0.8144803974221267,0.5,0.0,0.0,0.0,0.0,0.0,0.0,260.5091169229975,260.5091169229975,0.8144803974221267,1.0,241.33017599888262,3
water_body_1053,train,experiment_D_auto_sam,segformer_auto_prompt,ok,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1053.jpg,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1053.jpg,/kaggle/working/aereo-water-four-experiments-output/predictions/experiment_D_auto_sam/water_body_1053.png,,0.35,19275,8526,1107,25404,0.6667704441677045,0.8000747151484964,0.6933203841588432,0.9456873712098911,0.7487179487179487,0.822635881573133,0.84720265996392,0.6726437389589793,0.6473610763754819,0.3282773564463705,0.29509632224168125,0.31080375663735,0.04478795085216013,63.6444231033325,14.712644577026367,0.3752761820592134,0.5118758285461776,241.0278040006233,5
water_body_1054,train,experiment_D_auto_sam,segformer_auto_prompt,ok,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1054.jpg,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1054.jpg,/kaggle/working/aereo-water-four-experiments-output/predictions/experiment_D_auto_sam/water_body_1054.png,,0.35,35346,11628,267,18903,0.7482060074934909,0.8559700679283665,0.7524588069996168,0.9925027377642995,0.6191412007467819,0.8201650943396226,0.8058219692555407,0.672099608575618,0.628326274222711,0.2711676812396237,0.33933808127356513,0.30144685375764246,0.040694789081885854,65.95891723632812,17.731369018554688,0.53841618287373,0.710177793904209,241.22776800140855,2
water_body_1055,train,experiment_D_auto_sam,segformer_auto_prompt,ok,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1055.jpg,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1055.jpg,/kaggle/working/aereo-water-four-experiments-output/predictions/experiment_D_auto_sam/water_body_1055.png,,0.35,60776,10298,3086,77502,0.8195253505933118,0.9008122369123139,0.8551087598840645,0.9516770536469262,0.8827107061503416,0.9117511308040247,0.9171938798986339,0.8255547343649394,0.8217372069488408,0.44837935174069626,0.31306666666666666,0.36870014592819966,0.053286658887592375,68.51860809326172,12.818221092224121,0.42108108820930756,0.4686341997336182,241.20573599793715,1
water_body_1056,train,experiment_D_auto_sam,segformer_auto_prompt,ok,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1056.jpg,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1056.jpg,/kaggle/working/aereo-water-four-experiments-output/predictions/experiment_D_auto_sam/water_body_1056.png,,0.35,15774,11845,1071,25574,0.5498082955733705,0.7095178121626484,0.5711285709113292,0.9364203027604631,0.6834495844357145,0.7619784756007666,0.8099349435980887,0.573680777452908,0.5271747195327281,0.5007649158592555,0.3672846749589298,0.42376214745713897,0.07814936752729162,38.381238555908205,9.108640670776367,0.3104268022998673,0.5089746424885744,240.9200399997644,3
water_body_1057,train,experiment_D_auto_sam,segformer_auto_prompt,ok,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1057.jpg,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1057.jpg,/kaggle/working/aereo-water-four-experiments-output/predictions/experiment_D_auto_sam/water_body_1057.png,,0.35,128349,122633,21110,446792,0.47171177395880803,0.6410382553235059,0.5113872708002964,0.85875725115249,0.7846371339509154,0.8000470173212925,0.8216971925517027,0.5477190284978565,0.5145139175250182,0.2181266261925412,0.07317155489554153,0.10958300077953877,0.011457670273711012,128.3596923828123,40.56185531616211,0.2079041959481641,0.34912725836157155,242.61244800072745,24
water_body_1058,train,experiment_D_auto_sam,segformer_auto_prompt,ok,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1058.jpg,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1058.jpg,/kaggle/working/aereo-water-four-experiments-output/predictions/experiment_D_auto_sam/water_body_1058.png,,0.35,100943,114597,13295,356411,0.44111696200319006,0.6121875928655035,0.46832606476756056,0.8836201614173917,0.7566984000271758,0.7814730899485003,0.8201592807222837,0.5261666769209615,0.4793363630220002,0.2741701432976601,0.1951750972762646,0.2280248301780313,0.030558127788534388,106.95430183410645,23.397132873535156,0.1951965498269104,0.36828957395693435,241.7417700016813,11
water_body_106,train,experiment_D_auto_sam,segformer_auto_prompt,ok,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_106.jpg,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_106.jpg,/kaggle/working/aereo-water-four-experiments-output/predictions/experiment_D_auto_sam/water_body_106.png,,0.35,16583,5796,11920,79945,0.48348348348348347,0.6518218623481782,0.7410071942446043,0.5817984071852086,0.9324010683337026,0.8449283988655859,0.7570997377594556,0.5606293241187809,0.5539241965374871,0.819119937694704,0.43681107408356834,0.569777569678894,0.08156028368794327,34.181396484375,6.934729099273682,0.24949231469486363,0.19588774902839537,241.7097030011064,20
water_body_1062,train,experiment_D_auto_sam,segformer_auto_prompt,ok,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1062.jpg,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1062.jpg,/kaggle/working/aereo-water-four-experiments-output/predictions/experiment_D_auto_sam/water_body_1062.png,,0.35,8940,3310,567,7308,0.6975111180463447,0.821804476720136,0.7297959183673469,0.9403597349321553,0.6882652100207195,0.8073540372670808,0.8143124724764375,0.6430450396153439,0.6192771598744744,0.7412844036697248,0.22089460784313725,0.3403643723040592,0.047867950481430534,45.1968994140625,14.038219451904297,0.4723975155279503,0.6086956521739131,241.35849400045117,1
water_body_1063,train,experiment_D_auto_sam,segformer_auto_prompt,ok,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Images/water_body_1063.jpg,/kaggle/input/satellite-images-of-water-bodies/Water Bodies Dataset/Masks/water_body_1063.jpg,/kaggle/working/aereo-water-four-experiments-output/predictions/experiment_D_auto_sam/water_body_1063.png,,0.35,223828,167462,82281,1017261,0.472638738436264,0.6418936648891094,0.5720258631705385,0.7312035908777592,0.858648814955057,0.8324807892505661,0.7949262029164081,0.5415449724310595,0.5346811565588703,0.3659510733899151,0.09580508978475442,0.15185493227379343,0.01801920467867069,266.0494750976562,65.9968490600586,0.20532762913594557,0.26246418107472874,243.8587219985493,17
